-5.12; 5.12; 37.84942745
-5.07; 5.07; 33.31325895
-5.02; 5.02; 30.55850597
-4.97; 4.97; 29.75605499
-4.92; 4.92; 30.8866664
-4.87; 4.87; 33.74285788
-4.82; 4.82; 37.94921417
-4.77; 4.77; 42.99913533
-4.72; 4.72; 48.30442629
-4.67; 4.67; 53.25287348
-4.62; 4.62; 57.26817255
-4.57; 4.57; 59.86634105
-4.52; 4.52; 60.70309403
-4.47; 4.47; 59.60754501
-4.42; 4.42; 56.5989336
-4.37; 4.37; 51.88474212
-4.32; 4.32; 45.84038583
-4.27; 4.27; 38.97246467
-4.22; 4.22; 31.86917371
-4.17; 4.17; 25.14272652
-4.12; 4.12; 19.36942745
-4.07; 4.07; 15.03325895
-4.02; 4.02; 12.47850597
-3.97; 3.97; 11.87605499
-3.92; 3.92; 13.2066664
-3.87; 3.87; 16.26285788
-3.82; 3.82; 20.66921417
-3.77; 3.77; 25.91913533
-3.72; 3.72; 31.42442629
-3.67; 3.67; 36.57287348
-3.62; 3.62; 40.78817255
-3.57; 3.57; 43.58634105
-3.52; 3.52; 44.62309403
-3.47; 3.47; 43.72754501
-3.42; 3.42; 40.9189336
-3.37; 3.37; 36.40474212
-3.32; 3.32; 30.56038583
-3.27; 3.27; 23.89246467
-3.22; 3.22; 16.98917371
-3.17; 3.17; 10.46272652
-3.12; 3.12; 4.889427452
-3.07; 3.07; 0.753258951
-3.02; 3.02; -1.601494026
-2.97; 2.97; -2.003945015
-2.92; 2.92; -0.473333601
-2.87; 2.87; 2.782857881
-2.82; 2.82; 7.389214169
-2.77; 2.77; 12.83913533
-2.72; 2.72; 18.54442629
-2.67; 2.67; 23.89287348
-2.62; 2.62; 28.30817255
-2.57; 2.57; 31.30634105
-2.52; 2.52; 32.54309403
-2.47; 2.47; 31.84754501
-2.42; 2.42; 29.2389336
-2.37; 2.37; 24.92474212
-2.32; 2.32; 19.28038583
-2.27; 2.27; 12.81246467
-2.22; 2.22; 6.109173708
-2.17; 2.17; -0.217273482
-2.12; 2.12; -5.590572548
-2.07; 2.07; -9.526741049
-2.02; 2.02; -11.68149403
-1.97; 1.97; -11.88394501
-1.92; 1.92; -10.1533336
-1.87; 1.87; -6.697142119
-1.82; 1.82; -1.890785831
-1.77; 1.77; 3.759135329
-1.72; 1.72; 9.664426292
-1.67; 1.67; 15.21287348
-1.62; 1.62; 19.82817255
-1.57; 1.57; 23.02634105
-1.52; 1.52; 24.46309403
-1.47; 1.47; 23.96754501
-1.42; 1.42; 21.5589336
-1.37; 1.37; 17.44474212
-1.32; 1.32; 12.00038583
-1.27; 1.27; 5.732464671
-1.22; 1.22; -0.770826292
-1.17; 1.17; -6.897273482
-1.12; 1.12; -12.07057255
-1.07; 1.07; -15.80674105
-1.02; 1.02; -17.76149403
-0.97; 0.97; -17.76394501
-0.92; 0.92; -15.8333336
-0.87; 0.87; -12.17714212
-0.82; 0.82; -7.170785831
-0.77; 0.77; -1.320864671
-0.72; 0.72; 4.784426292
-0.67; 0.67; 10.53287348
-0.62; 0.62; 15.34817255
-0.57; 0.57; 18.74634105
-0.52; 0.52; 20.38309403
-0.47; 0.47; 20.08754501
-0.42; 0.42; 17.8789336
-0.37; 0.37; 13.96474212
-0.32; 0.32; 8.720385831
-0.27; 0.27; 2.652464671
-0.22; 0.22; -3.650826292
-0.17; 0.17; -9.577273482
-0.12; 0.12; -14.55057255
-0.07; 0.07; -18.08674105
-0.02; 0.02; -19.84149403
0.03; -0.03; -19.64394501
0.08; -0.08; -17.5133336
0.13; -0.13; -13.65714212
0.18; -0.18; -8.450785831
0.23; -0.23; -2.400864671
0.28; -0.28; 3.904426292
0.33; -0.33; 9.852873482
0.38; -0.38; 14.86817255
0.43; -0.43; 18.46634105
0.48; -0.48; 20.30309403
0.53; -0.53; 20.20754501
0.58; -0.58; 18.1989336
0.63; -0.63; 14.48474212
0.68; -0.68; 9.440385831
0.73; -0.73; 3.572464671
0.78; -0.78; -2.530826292
